Page Name,Amount Spent (EUR),len_amt,state
Huawei Enterprise,100,3,Noord Holland 
Fedrere,100,3,Noord Holland 
"Gabrielle Heine,  Nr. 37 CDA TK'21",100,3,Noord Holland 
Meer vrouwen in de politiek,100,3,Noord Holland 
Housing for All,100,3,Noord Holland 
Your Reusables,100,3,Noord Holland 
BeleggersAcademy.com,100,3,Noord Holland 
Partij voor de Dieren Flevoland,100,3,Noord Holland 
Kersthuisje.nu,100,3,Noord Holland 
hayu,100,3,Noord Holland 
Michael van der Galien,100,3,Noord Holland 
Uitgeverij Volt,100,3,Noord Holland 
AlleFolders,100,3,Noord Holland 
Saskia Vader,100,3,Noord Holland 
SP Deventer,100,3,Noord Holland 
PvdA Amstelveen,100,3,Noord Holland 
Nextblue,100,3,Noord Holland 
CDA Noordwijk-Noordwijkerhout-De Zilk,100,3,Noord Holland 
SGP Zeeland,100,3,Noord Holland 
Fitness Catalyst,100,3,Noord Holland 
VVD in de Eerste Kamer,100,3,Noord Holland 
Spot On,100,3,Noord Holland 
Fashionsleary,100,3,Noord Holland 
Roos Blufpand,100,3,Noord Holland 
Gemeente De Bilt,100,3,Noord Holland 
Colony Cube,100,3,Noord Holland 
Seed Valley,100,3,Noord Holland 
Adflow,100,3,Noord Holland 
Zeer betrouwbare organisatie,100,3,Noord Holland 
Mikal Tseggai,100,3,Noord Holland 
PvdA Nijmegen,100,3,Noord Holland 
Justdiggit,100,3,Noord Holland 
BabeeZit,100,3,Noord Holland 
The Bucketlist trips,100,3,Noord Holland 
Partij voor de Dieren Gemeente Groningen,100,3,Noord Holland 
United Nothing,100,3,Noord Holland 
Fossielvrij NL,100,3,Noord Holland 
TAV Microcement B.V.,100,3,Noord Holland 
Magesa,100,3,Noord Holland 
Buy your dream,100,3,Noord Holland 
Faculty of Theology and Religious Studies University of Groningen,100,3,Noord Holland 
Vacature bij de Overheid,100,3,Noord Holland 
Save Animals Now,100,3,Noord Holland 
Deluxe Gordijnen,100,3,Noord Holland 
Gemeentebelangen,100,3,Noord Holland 
YourTravel agent John Admiraal,100,3,Noord Holland 
DomusCura Zorgwoningen,100,3,Noord Holland 
We Sea You,100,3,Noord Holland 
DNS International Teacher Training College,100,3,Noord Holland 
Wellantcollege Cursussen & Trainingen,100,3,Noord Holland 
ROCKWOOL,100,3,Noord Holland 
Ring Tunes,100,3,Noord Holland 
D66 Delft,100,3,Noord Holland 
Eerlijke WOZ,100,3,Noord Holland 
TreeClicks,100,3,Noord Holland 
Pastafarian Documentary,100,3,Noord Holland 
Samen Kerk in Nederland - SKIN,100,3,Noord Holland 
Greenjobs,100,3,Noord Holland 
Project Ascension,100,3,Noord Holland 
Sunywayz,100,3,Noord Holland 
RaamopRusland,100,3,Noord Holland 
State of Survival,100,3,Noord Holland 
Jonge Democraten Leiden - Haaglanden (JD),100,3,Noord Holland 
Visagie Zehra,100,3,Noord Holland 
Double Cross,100,3,Noord Holland 
CDA Lisse,100,3,Noord Holland 
Raoul Boucke,100,3,Noord Holland 
Kunstmuseum Den Haag,100,3,Noord Holland 
Spa2Go,100,3,Noord Holland 
Secondwayshop,100,3,Noord Holland 
Beauty2fame,100,3,Noord Holland 
GroenLinks Alphen aan den Rijn,100,3,Noord Holland 
Hankook Tire Netherlands,100,3,Noord Holland 
ProductHype,100,3,Noord Holland 
Project A,100,3,Noord Holland 
Vereniging Basisinkomen,100,3,Noord Holland 
Kaf,100,3,Noord Holland 
Dorien Rookmaker MEP,100,3,Noord Holland 
Academic Positions,100,3,Noord Holland 
BIJ1,100,3,Noord Holland 
SheCodes Workshops,100,3,Noord Holland 
Cool Crowdfunding Projects,100,3,Noord Holland 
Agnes Jongerius,100,3,Noord Holland 
Third Edit,100,3,Noord Holland 
The Raindance Project,100,3,Noord Holland 
WantToKnow.nl,100,3,Noord Holland 
City Meubel Center,100,3,Noord Holland 
Amplifier,100,3,Noord Holland 
Caixa Finance,100,3,Noord Holland 
De Basketbal Podcast,100,3,Noord Holland 
Uitgeverij Boekerij,100,3,Noord Holland 
Good To Give,100,3,Noord Holland 
FWG Progressional People,100,3,Noord Holland 
Instagram User 909668702,100,3,Noord Holland 
Doodly,100,3,Noord Holland 
Momentum Hollandia,100,3,Noord Holland 
RITD,100,3,Noord Holland 
Instagram User 5711309175,100,3,Noord Holland 
Vaccines Today,100,3,Noord Holland 
Palm Amsterdam,100,3,Noord Holland 
Lewis Scott Art,100,3,Noord Holland 
AWP Delfland,100,3,Noord Holland 
mahabis,100,3,Noord Holland 
Pvda Alkmaar,100,3,Noord Holland 
Groenlinks Schagen,100,3,Noord Holland 
PVV Utrecht,100,3,Noord Holland 
"NNID, Netherlands organisation for sex diversity",100,3,Noord Holland 
Sweetair.shop02,100,3,Noord Holland 
מדברים｜מה שחשוב באמת,100,3,Noord Holland 
WaterBear Network,100,3,Noord Holland 
BAMWOO,100,3,Noord Holland 
JOVD Leiden e.o.,100,3,Noord Holland 
De Filadelfia Trompet,100,3,Noord Holland 
cH2ange,100,3,Noord Holland 
Visie Advocaten,100,3,Noord Holland 
Schoonmaakbedrijf Karsten,100,3,Noord Holland 
Cachmann,100,3,Noord Holland 
Lenovo Data Center EMEA,100,3,Noord Holland 
Test Snel Op Corona,100,3,Noord Holland 
Gordon Ryan,100,3,Noord Holland 
CK Webhandel,100,3,Noord Holland 
Reinier Van Lanschot,100,3,Noord Holland 
Luna's latex,100,3,Noord Holland 
ROSEFIELD,100,3,Noord Holland 
Met 'n Korreltje Zuid,100,3,Noord Holland 
Nationale ombudsman,100,3,Noord Holland 
Anna Johnson,100,3,Noord Holland 
Please Do Your Part,100,3,Noord Holland 
EuropaKrant,100,3,Noord Holland 
"外交部 Ministry of Foreign Affairs, ROC（Taiwan）",100,3,Noord Holland 
Stadsdominee Amersfoort,100,3,Noord Holland 
Eppendorf Group,100,3,Noord Holland 
Curio,100,3,Noord Holland 
Pride-Souvenirs.com,100,3,Noord Holland 
Derby Hotels Collection,100,3,Noord Holland 
Blue Note,100,3,Noord Holland 
7 feet tall,100,3,Noord Holland 
Less Saves The Planet,100,3,Noord Holland 
CareLyn,100,3,Noord Holland 
Radical Pantry,100,3,Noord Holland 
De Utrechtse VVD,100,3,Noord Holland 
De Linker Wang,100,3,Noord Holland 
Partito Democratico - Amsterdam,100,3,Noord Holland 
Thaam Dam,100,3,Noord Holland 
The Economist Intelligence Unit,100,3,Noord Holland 
Mastooj,100,3,Noord Holland 
The InnBetween,100,3,Noord Holland 
VVD Aalsmeer Kudelstaart,100,3,Noord Holland 
AthenaStudies,100,3,Noord Holland 
Alpha Dept,100,3,Noord Holland 
Kenneth De Boer,100,3,Noord Holland 
Samen Gratis Scheiden,100,3,Noord Holland 
Carlton Ambassador The Hague,100,3,Noord Holland 
Cyxtera Technologies,100,3,Noord Holland 
Hayden Bunn for UM,100,3,Noord Holland 
Vakbond De Unie,100,3,Noord Holland 
Con Amore Opleidingen,100,3,Noord Holland 
Register Belastingadviseurs,100,3,Noord Holland 
Ukkepuk Spa & Wellness Baby Spa,100,3,Noord Holland 
Shopwala EU,100,3,Noord Holland 
Space Arena,100,3,Noord Holland 
Jan Hendrik Storyteller,100,3,Noord Holland 
WoodWatch,100,3,Noord Holland 
GeefeenBoompje.nl,100,3,Noord Holland 
Groupe Renault | Electric,100,3,Noord Holland 
AD.nl,100,3,Noord Holland 
Dyneema,100,3,Noord Holland 
Gottmer Kinderboeken,100,3,Noord Holland 
Jos Brink Prijs,100,3,Noord Holland 
Verso Books,100,3,Noord Holland 
Guardian GS,100,3,Noord Holland 
Investeringsgeheimen,100,3,Noord Holland 
Gemeente Schagen,100,3,Noord Holland 
Travel 4 learning Educational Tours,100,3,Noord Holland 
Aardappeldemodag,100,3,Noord Holland 
Geotrendlines,100,3,Noord Holland 
Pensioenverlies,100,3,Noord Holland 
Salaristijger,100,3,Noord Holland 
Cultuurticket.nl,100,3,Noord Holland 
Libertaire Partij - LP,100,3,Noord Holland 
Cecilia Malmström,100,3,Noord Holland 
Applied Appliances,100,3,Noord Holland 
ChristenUnie Amersfoort,100,3,Noord Holland 
Gezinsadvocaat,100,3,Noord Holland 
TU Eindhoven,100,3,Noord Holland 
TellyShop Heerlen,100,3,Noord Holland 
Raad van Oost,100,3,Noord Holland 
Green Team Amsterdam,100,3,Noord Holland 
VVD De Bilt,100,3,Noord Holland 
The Economics of Discontent,100,3,Noord Holland 
TerryQuasi,100,3,Noord Holland 
CLEAR RIVERS,100,3,Noord Holland 
HACCP live,100,3,Noord Holland 
SafeSave,100,3,Noord Holland 
Havik Administratie,100,3,Noord Holland 
Norbert Galor Hofer,100,3,Noord Holland 
Koop je droom,100,3,Noord Holland 
Trees Love You,100,3,Noord Holland 
Naked Energy,100,3,Noord Holland 
DARUM,100,3,Noord Holland 
Partij voor de Dieren Flevoland,100,3,Noord Holland 
Pirates of the Caribbean: Tides of War,100,3,Noord Holland 
De Beweging,100,3,Noord Holland 
Gemeentebelangen Purmerend,100,3,Noord Holland 
Girls in Film,100,3,Noord Holland 
De Kargadoor,100,3,Noord Holland 
Werkclub,100,3,Noord Holland 
ImiraFoto Colinda Boeren,100,3,Noord Holland 
BPP Belangenvereniging PFZW,100,3,Noord Holland 
Bio Vakantieoord,100,3,Noord Holland 
Pantai Project,100,3,Noord Holland 
World News,100,3,Noord Holland 
The Logan County Democratic Party,100,3,Noord Holland 
Boutique bungalows,100,3,Noord Holland 
Art by Malene Georgsen,100,3,Noord Holland 
ClaimedIn,100,3,Noord Holland 
EPP Group in the European Parliament,100,3,Noord Holland 
Rob Jetten,100,3,Noord Holland 
Groen Goud,100,3,Noord Holland 
De Liberalisten,100,3,Noord Holland 
Sdu,100,3,Noord Holland 
Nederlands BurgerPlatform,100,3,Noord Holland 
Flextrash,100,3,Noord Holland 
China Xinhua News,100,3,Noord Holland 
PvdA Hollands Kroon,100,3,Noord Holland 
2 Miljoen Handtekeningen,100,3,Noord Holland 
Humanity House,100,3,Noord Holland 
Oliver Green,100,3,Noord Holland 
Jonge Democraten Amsterdam,100,3,Noord Holland 
Sunglass spot,100,3,Noord Holland 
Kewatec AluBoat,100,3,Noord Holland 
Plastic Brigade,100,3,Noord Holland 
Filmion,100,3,Noord Holland 
U-Report Global,100,3,Noord Holland 
Pineapple-smoothie,100,3,Noord Holland 
Waschbär Eco-Shop,100,3,Noord Holland 
Theater Bellevue,100,3,Noord Holland 
Hyundai Worldwide,100,3,Noord Holland 
CDA Limburg,100,3,Noord Holland 
Italiaans in Leiden - Italian in Leiden,100,3,Noord Holland 
Logtnest Photography,100,3,Noord Holland 
Paul Meijer,100,3,Noord Holland 
fairfashionfestival,100,3,Noord Holland 
R-PUR,100,3,Noord Holland 
Jolanda Wicherson Ondernemerscoach,100,3,Noord Holland 
NX Rumi,100,3,Noord Holland 
Kansfonds,100,3,Noord Holland 
De Lepelaar uitgeverij,100,3,Noord Holland 
EQ Clothing,100,3,Noord Holland 
D66 's-Hertogenbosch,100,3,Noord Holland 
CIDI,100,3,Noord Holland 
Duurzaam Regeerakkoord,100,3,Noord Holland 
De Arbeiderspers,100,3,Noord Holland 
IamExpat in the Netherlands,100,3,Noord Holland 
lewis.r.scott,100,3,Noord Holland 
Food for the Mood Catering & Events,100,3,Noord Holland 
INSS - The Institute for National Security Studies,100,3,Noord Holland 
De koopjesbazaar,100,3,Noord Holland 
"Stucadoorsbedrijf peter jansen,stucadoorstiens.nl",100,3,Noord Holland 
BLITZ UNION,100,3,Noord Holland 
Ways2go,100,3,Noord Holland 
CDA Medemblik,100,3,Noord Holland 
Ashtanga Vinyasa Yoga Shala,100,3,Noord Holland 
HOTIAD,100,3,Noord Holland 
A Solution to Plastic Pollution - First International Online Summit,100,3,Noord Holland 
Skyworld in your hand,100,3,Noord Holland 
GroenLinks Lutty van den Berg,100,3,Noord Holland 
Instagram User 2815882038,100,3,Noord Holland 
Modest Fashion,100,3,Noord Holland 
royalspijkenisse,100,3,Noord Holland 
The Privacy Collective NL,100,3,Noord Holland 
Kanjiro,100,3,Noord Holland 
Envision Coaching,100,3,Noord Holland 
tomcaramels,100,3,Noord Holland 
Change.org,100,3,Noord Holland 
Present Winterswijk,100,3,Noord Holland 
StrawZ,100,3,Noord Holland 
Visit Wroclaw,100,3,Noord Holland 
jolynnminnaar,100,3,Noord Holland 
Adri & Zoon Yerseke,100,3,Noord Holland 
Jimmy Bastings,100,3,Noord Holland 
Zondagavondkerk - Diensten met Belangstellenden,100,3,Noord Holland 
GP Groot,100,3,Noord Holland 
Christine Göttfried,100,3,Noord Holland 
Wethouder Haydar Erol,100,3,Noord Holland 
Onbeperkt aan de Slag,100,3,Noord Holland 
Attiya Gamri,100,3,Noord Holland 
خبير  التداول,100,3,Noord Holland 
MSD Animal Health Nederland,100,3,Noord Holland 
Didot34 restaurant & bar,100,3,Noord Holland 
Beer Week,100,3,Noord Holland 
Castle Life of Royals,100,3,Noord Holland 
Book Nerd,100,3,Noord Holland 
SP Rotterdam,100,3,Noord Holland 
ADL Supermarkt Zaandam,100,3,Noord Holland 
Republic,100,3,Noord Holland 
Instagram User 173618869,100,3,Noord Holland 
Nordic Canyon,100,3,Noord Holland 
Man tot Man,100,3,Noord Holland 
Clair Poosh,100,3,Noord Holland 
Tiqets,100,3,Noord Holland 
Luis Hurtault,100,3,Noord Holland 
Uitgeverij Podium,100,3,Noord Holland 
De Leukste Sint,100,3,Noord Holland 
D66 Weesp,100,3,Noord Holland 
DeepGreen,100,3,Noord Holland 
WHOLE - United Queer Festival,100,3,Noord Holland 
GoodHabitz,100,3,Noord Holland 
LingoAce,100,3,Noord Holland 
sheepincluded,100,3,Noord Holland 
Amref Flying Doctors NL,100,3,Noord Holland 
Argus,100,3,Noord Holland 
"Nederland in verzet, weg met dit kabinet",100,3,Noord Holland 
Wix,100,3,Noord Holland 
Drummonds Bathrooms,100,3,Noord Holland 
"CDJA, CDA-jongeren",100,3,Noord Holland 
Interaction Design Foundation - IXDF,100,3,Noord Holland 
Instagram User 4152379873,100,3,Noord Holland 
Reflower,100,3,Noord Holland 
Silva Projects,100,3,Noord Holland 
Essity,100,3,Noord Holland 
D66 Overijssel,100,3,Noord Holland 
VVD Stede Broec,100,3,Noord Holland 
Praatkast.nl,100,3,Noord Holland 
Maienza + Wilson Design,100,3,Noord Holland 
LearnCube,100,3,Noord Holland 
Touch/Trace: Researching Histories Through Textiles,100,3,Noord Holland 
Easytotravel,100,3,Noord Holland 
Het Nieuwe Witte Theater,100,3,Noord Holland 
Lindores Abbey Distillery,100,3,Noord Holland 
Partij voor de Dieren Den Haag,100,3,Noord Holland 
Modemuze,100,3,Noord Holland 
All Indonesian Lives Matter,100,3,Noord Holland 
boot Düsseldorf,100,3,Noord Holland 
AfricaFashionGuide,100,3,Noord Holland 
POLITICO Europe,100,3,Noord Holland 
Auteur Arjan Alberts,100,3,Noord Holland 
CDJA Limburg,100,3,Noord Holland 
Animals Need Trees,100,3,Noord Holland 
Kadera aanpak huiselijk geweld,100,3,Noord Holland 
Potere al Popolo - Paesi Bassi,100,3,Noord Holland 
CDA Apeldoorn,100,3,Noord Holland 
All4YOUth,100,3,Noord Holland 
Nederlands Kamerkoor,100,3,Noord Holland 
Niels van den Berge,100,3,Noord Holland 
The Crappy Planet,100,3,Noord Holland 
GroenLinks Leiden,100,3,Noord Holland 
Nederland Maakt Impact,100,3,Noord Holland 
creativebynature,100,3,Noord Holland 
Zondag Onder Zeil,100,3,Noord Holland 
Skull and tattoos,100,3,Noord Holland 
Stichting Mijn Thuis     مؤسسة بيتي الخيرية هولندا,100,3,Noord Holland 
BoaOnda Guesthouse Peniche,100,3,Noord Holland 
Climate Adaptation Groningen,100,3,Noord Holland 
Leprastichting,100,3,Noord Holland 
Co2nsensus,100,3,Noord Holland 
Bacàn,100,3,Noord Holland 
NGR Racing Products,100,3,Noord Holland 
Oecumenische Kerkgemeenschap De Ark,100,3,Noord Holland 
Cooliea,100,3,Noord Holland 
VoorBaarn,100,3,Noord Holland 
Party Glass Drinkware,100,3,Noord Holland 
VVD/Democraten 66 Oudewater,100,3,Noord Holland 
K.N.P.S.V.,100,3,Noord Holland 
Instagram User 564932191,100,3,Noord Holland 
CDA Bergen-NH,100,3,Noord Holland 
50PLUSpartij,100,3,Noord Holland 
Bon Bagay Foundation,100,3,Noord Holland 
The Skepping Project,100,3,Noord Holland 
T Clubhuys Baarn,100,3,Noord Holland 
Burgerinitiatief Parlementaire Hoorzitting Weermanipulatie,100,3,Noord Holland 
Bewust Nieuwbouw,100,3,Noord Holland 
Maydanoz,100,3,Noord Holland 
Berlin International University of Applied Sciences,100,3,Noord Holland 
VVD Fryslan,100,3,Noord Holland 
John Kerstens,100,3,Noord Holland 
Talking Europe,100,3,Noord Holland 
Partij voor de Republiek,100,3,Noord Holland 
Lotus-Diffusers,100,3,Noord Holland 
Libelle TV,100,3,Noord Holland 
Wynia's Week,100,3,Noord Holland 
SlachtofferWijzer,100,3,Noord Holland 
Soi Dog Foundation,100,3,Noord Holland 
GroenLinks Weststellingwerf,100,3,Noord Holland 
Teva Pharmaceutical Industries Ltd.,100,3,Noord Holland 
Politieke Partij Delta,100,3,Noord Holland 
Company New Heroes,100,3,Noord Holland 
Wybren van Haga,100,3,Noord Holland 
Vrijheid voor altijd,100,3,Noord Holland 
Israel365,100,3,Noord Holland 
BFA Poland,100,3,Noord Holland 
Serge Energy,100,3,Noord Holland 
NVKL,100,3,Noord Holland 
Junta Central Electoral,100,3,Noord Holland 
Cristian Geelen Photography,100,3,Noord Holland 
Academics for Development Utrecht,100,3,Noord Holland 
Bellroy,100,3,Noord Holland 
Giga-dealls,100,3,Noord Holland 
Elif Hotaman DENK,100,3,Noord Holland 
Racismendsnow,100,3,Noord Holland 
RightNow Global,100,3,Noord Holland 
Chaos uit je hoofd,100,3,Noord Holland 
The elias room,100,3,Noord Holland 
Gen's,100,3,Noord Holland 
China Inventions,100,3,Noord Holland 
BVOK BrancheVereniging Ondernemers Kinderopvang,100,3,Noord Holland 
janneke van eck,100,3,Noord Holland 
Instagram User 937331484,100,3,Noord Holland 
Liefste leven,100,3,Noord Holland 
Instagram User 8453740668,100,3,Noord Holland 
Rectoraat  San Thomas d'Aquino,100,3,Noord Holland 
4eyes,100,3,Noord Holland 
Hart in shape,100,3,Noord Holland 
Hotel Schloss Reichmannsdorf,100,3,Noord Holland 
Hivos,100,3,Noord Holland 
Provincie Noord-Brabant,100,3,Noord Holland 
CDA Bloemendaal,100,3,Noord Holland 
Vivera,100,3,Noord Holland 
misterb&b,100,3,Noord Holland 
Gemeente Meierijstad,100,3,Noord Holland 
Harvard Business Review,100,3,Noord Holland 
Petition Global,100,3,Noord Holland 
EMF & Health,100,3,Noord Holland 
De Boekhouders van de Holocaust,100,3,Noord Holland 
Consument Centraal,100,3,Noord Holland 
House of Watt,100,3,Noord Holland 
Foodpowerr,100,3,Noord Holland 
BPF Schilders,100,3,Noord Holland 
Kidsweek in de Klas,100,3,Noord Holland 
GroenLinks Gelderland,100,3,Noord Holland 
Intermediair,100,3,Noord Holland 
Dean Graziosi,100,3,Noord Holland 
Instagram User 3767949052,100,3,Noord Holland 
Tech@Facebook,100,3,Noord Holland 
Bijles Het Zand,100,3,Noord Holland 
ADF International,100,3,Noord Holland 
Zuivelpak,100,3,Noord Holland 
Veerman Mediaproducties,100,3,Noord Holland 
Haarlem Centraal,100,3,Noord Holland 
Instagram User 5986683072,100,3,Noord Holland 
Guitar Mastery Method,100,3,Noord Holland 
Tounsi,100,3,Noord Holland 
politieknederland,100,3,Noord Holland 
Fluke Nederland,100,3,Noord Holland 
Boss Makelaardij,100,3,Noord Holland 
Algemene Waterschapspartij Nederland,100,3,Noord Holland 
D66Zwolle,100,3,Noord Holland 
Hellelli,100,3,Noord Holland 
CDA Almere,100,3,Noord Holland 
TheMayor.EU,100,3,Noord Holland 
CARE Skillpower,100,3,Noord Holland 
VPRO Tegenlicht,100,3,Noord Holland 
Kavish Bisseswar,100,3,Noord Holland 
Doha Debates,100,3,Noord Holland 
Gamerdeals,100,3,Noord Holland 
UR Internacional,100,3,Noord Holland 
Jonge Socialisten Rijnmond,100,3,Noord Holland 
Geert Kimpen,100,3,Noord Holland 
Democratie in crisis,100,3,Noord Holland 
Nederlands Philharmonisch Orkest | Nederlands Kamerorkest,100,3,Noord Holland 
Web Summit,100,3,Noord Holland 
VVD Zoetermeer,100,3,Noord Holland 
CDA Zeeland,100,3,Noord Holland 
Reportpulse,100,3,Noord Holland 
Oceonics,100,3,Noord Holland 
Cridea,100,3,Noord Holland 
Pinsa Romana,100,3,Noord Holland 
Unity,100,3,Noord Holland 
Duty Calls,100,3,Noord Holland 
Proriott,100,3,Noord Holland 
Travelling Shores,100,3,Noord Holland 
Ter Haar Makelaars,100,3,Noord Holland 
Boat Bike Tours,100,3,Noord Holland 
Vereniging Van Rechtzoekenden,100,3,Noord Holland 
Nor-Shipping,100,3,Noord Holland 
SP Gouda,100,3,Noord Holland 
MakkelijkAfvallen,100,3,Noord Holland 
Pieter Paul Slikker - PvdA 073,100,3,Noord Holland 
Overseas Progressive Pakistanis,100,3,Noord Holland 
MLF-68,100,3,Noord Holland 
The Weiss-Livnat International MA Program in Holocaust Studies,100,3,Noord Holland 
Black Night,100,3,Noord Holland 
Arab Europa DVZ,100,3,Noord Holland 
EuropeRemembers_NL,100,3,Noord Holland 
World of Kings,100,3,Noord Holland 
Woonbewust,100,3,Noord Holland 
West Papua Indonesia,100,3,Noord Holland 
BlindGuide,100,3,Noord Holland 
Craftegy,100,3,Noord Holland 
Asher & Lyric,100,3,Noord Holland 
Set-Up '65 Heren 1,100,3,Noord Holland 
The New Old,100,3,Noord Holland 
Nijgh & Van Ditmar,100,3,Noord Holland 
Fashion Mondkapje,100,3,Noord Holland 
Maastricht Working on Europe,100,3,Noord Holland 
LE YOUTH,100,3,Noord Holland 
Huibert van Rossum CDA,100,3,Noord Holland 
Werken bij UWV,100,3,Noord Holland 
Academic Stories,100,3,Noord Holland 
Samira Rafaela,100,3,Noord Holland 
Loot Crate,100,3,Noord Holland 
STIP,100,3,Noord Holland 
Xương Khớp Ông Bảo,100,3,Noord Holland 
The moody society.,100,3,Noord Holland 
Smarter Nutrition,100,3,Noord Holland 
Libertaire Partij - LP,100,3,Noord Holland 
Gino Strada,100,3,Noord Holland 
Little Factory,100,3,Noord Holland 
Han Wen Studio,100,3,Noord Holland 
Union for the Mediterranean,100,3,Noord Holland 
Koninklijk Nederlandsch Genootschap voor Geslacht- en Wapenkunde,100,3,Noord Holland 
Sky Lander,100,3,Noord Holland 
t Barre Land,100,3,Noord Holland 
Partij van U,100,3,Noord Holland 
Flaneur Homme,100,3,Noord Holland 
Lorenzo Ligeon,100,3,Noord Holland 
Wearins,100,3,Noord Holland 
Deluxe Clinic,100,3,Noord Holland 
10dokuz,100,3,Noord Holland 
